tanggal,kota,jenis_polutan,indeks_kualitas_udara
2021-01-01,Visalia,PM2.5 - Local Conditions,90
2021-01-01,San Pablo,PM2.5 - Local Conditions,40
2021-01-01,Fresno,PM2.5 - Local Conditions,91
2021-01-01,Pleasanton,PM2.5 - Local Conditions,54
2021-01-01,Fresno,PM2.5 - Local Conditions,97
2021-01-01,Clovis,PM2.5 - Local Conditions,84
2021-01-01,Concord,PM2.5 - Local Conditions,53
2021-01-01,Eureka,PM2.5 - Local Conditions,28
2021-01-01,Calexico,PM2.5 - Local Conditions,63
2021-01-01,Brawley,PM2.5 - Local Conditions,24
2021-01-01,El Centro,PM2.5 - Local Conditions,26
2021-01-01,Not in a city,PM2.5 - Local Conditions,4
2021-01-01,Concord,PM2.5 - Local Conditions,48
2021-01-01,Keeler,PM2.5 - Local Conditions,4
2021-01-01,Keeler,PM2.5 - Local Conditions,14
2021-01-01,Bishop,PM2.5 - Local Conditions,72
2021-01-01,Bakersfield,PM2.5 - Local Conditions,92
2021-01-01,Bakersfield,PM2.5 - Local Conditions,85
2021-01-01,Ridgecrest,PM2.5 - Local Conditions,7
2021-01-01,Mojave,PM2.5 - Local Conditions,4
2021-01-01,Corcoran,PM2.5 - Local Conditions,70
2021-01-01,Hanford,PM2.5 - Local Conditions,74
2021-01-01,Colusa,PM2.5 - Local Conditions,58
2021-01-01,Azusa,PM2.5 - Local Conditions,23
2021-01-01,Los Angeles,PM2.5 - Local Conditions,64
2021-01-01,Reseda,PM2.5 - Local Conditions,30
2021-01-01,Not in a city,PM2.5 - Local Conditions,7
2021-01-01,Red Bluff,PM2.5 - Local Conditions,64
2021-01-01,Yuba City,PM2.5 - Local Conditions,61
2021-01-01,Oakland,PM2.5 - Local Conditions,55
2021-01-01,Turlock,PM2.5 - Local Conditions,78
2021-01-01,Modesto,PM2.5 - Local Conditions,93
2021-01-01,Sebastopol,PM2.5 - Local Conditions,42
2021-01-01,Vallejo,PM2.5 - Local Conditions,84
2021-01-01,Vallejo,PM2.5 - Local Conditions,84
2021-01-01,Yreka,PM2.5 - Local Conditions,33
2021-01-01,Redding,PM2.5 - Local Conditions,53
2021-01-01,Piru,PM2.5 - Local Conditions,9
2021-01-01,Not in a city,PM2.5 - Local Conditions,73
2021-01-01,Live Oak,PM2.5 - Local Conditions,32
2021-01-01,San Jose,PM2.5 - Local Conditions,79
2021-01-01,Oakland,PM2.5 - Local Conditions,79
2021-01-01,San Jose,PM2.5 - Local Conditions,82
2021-01-01,Compton,PM2.5 - Local Conditions,175
2021-01-01,Pico Rivera,PM2.5 - Local Conditions,88
2021-01-01,Pasadena,PM2.5 - Local Conditions,38
2021-01-01,Long Beach,PM2.5 - Local Conditions,115
2021-01-01,Long Beach,PM2.5 - Local Conditions,119
2021-01-01,San Jose,PM2.5 - Local Conditions,81
2021-01-01,Long Beach,PM2.5 - Local Conditions,140
2021-01-01,Gilroy,PM2.5 - Local Conditions,58
2021-01-01,Long Beach,PM2.5 - Local Conditions,166
2021-01-01,Goleta,PM2.5 - Local Conditions,30
2021-01-01,Long Beach,PM2.5 - Local Conditions,176
2021-01-01,Lompoc,PM2.5 - Local Conditions,36
2021-01-01,Lancaster,PM2.5 - Local Conditions,30
2021-01-01,Santa Maria,PM2.5 - Local Conditions,39
2021-01-01,Madera,PM2.5 - Local Conditions,80
2021-01-01,Santa Barbara,PM2.5 - Local Conditions,52
2021-01-01,San Rafael,PM2.5 - Local Conditions,44
2021-01-01,Redwood City,PM2.5 - Local Conditions,51
2021-01-01,Ukiah,PM2.5 - Local Conditions,56
2021-01-01,Ojai,PM2.5 - Local Conditions,25
2021-01-01,Willits,PM2.5 - Local Conditions,25
2021-01-01,Atascadero,PM2.5 - Local Conditions,65
2021-01-01,Woodland,PM2.5 - Local Conditions,58
2021-01-01,San Luis Obispo,PM2.5 - Local Conditions,39
2021-01-01,Not in a city,PM2.5 - Local Conditions,73
2021-01-01,Oakland,PM2.5 - Local Conditions,60
2021-01-01,Mammoth Lakes,PM2.5 - Local Conditions,61
2021-01-01,Mammoth Lakes,PM2.5 - Local Conditions,82
2021-01-01,Arroyo Grande,PM2.5 - Local Conditions,40
2021-01-01,Not in a city,PM2.5 - Local Conditions,15
2021-01-01,San Luis Obispo,PM2.5 - Local Conditions,34
2021-01-01,Carmel Valley Village,PM2.5 - Local Conditions,12
2021-01-01,Nipomo,PM2.5 - Local Conditions,29
2021-01-01,King City,PM2.5 - Local Conditions,18
2021-01-01,Manteca,PM2.5 - Local Conditions,77
2021-01-01,Salinas,PM2.5 - Local Conditions,67
2021-01-01,Stockton,PM2.5 - Local Conditions,78
2021-01-01,Stockton,PM2.5 - Local Conditions,78
2021-01-01,San Andreas,PM2.5 - Local Conditions,46
2021-01-01,Napa,PM2.5 - Local Conditions,55
2021-01-01,San Francisco,PM2.5 - Local Conditions,67
2021-01-01,Grass Valley,PM2.5 - Local Conditions,35
2021-01-01,Pala,PM2.5 - Local Conditions,72
2021-01-01,Anaheim,PM2.5 - Local Conditions,60
2021-01-01,San Diego,PM2.5 - Local Conditions,71
2021-01-01,Anaheim,PM2.5 - Local Conditions,47
2021-01-01,El Cajon,PM2.5 - Local Conditions,89
2021-01-01,Mission Viejo,PM2.5 - Local Conditions,15
2021-01-01,Auburn,PM2.5 - Local Conditions,39
2021-01-01,San Diego,PM2.5 - Local Conditions,33
2021-01-01,Not in a city,PM2.5 - Local Conditions,11
2021-01-01,San Diego,PM2.5 - Local Conditions,27
2021-01-01,Roseville,PM2.5 - Local Conditions,55
2021-01-01,Simi Valley,PM2.5 - Local Conditions,11
2021-01-01,Portola,PM2.5 - Local Conditions,69
2021-01-01,Livermore,PM2.5 - Local Conditions,59
2021-01-01,Not in a city,PM2.5 - Local Conditions,28
2021-01-01,Chula Vista,PM2.5 - Local Conditions,59
2021-01-01,Indio,PM2.5 - Local Conditions,16
2021-01-01,San Bernardino,PM2.5 - Local Conditions,26
2021-01-01,Fontana,PM2.5 - Local Conditions,16
2021-01-01,Chico,PM2.5 - Local Conditions,74
2021-01-01,Banning,PM2.5 - Local Conditions,5
2021-01-01,Not in a city,PM2.5 - Local Conditions,63
2021-01-01,Indio,PM2.5 - Local Conditions,31
2021-01-01,Indio,PM2.5 - Local Conditions,38
2021-01-01,Victorville,PM2.5 - Local Conditions,43
2021-01-01,Palm Springs,PM2.5 - Local Conditions,6
2021-01-01,Rubidoux,PM2.5 - Local Conditions,13
2021-01-01,Victorville,PM2.5 - Local Conditions,42
2021-01-01,Rubidoux,PM2.5 - Local Conditions,3
2021-01-01,Mira Loma,PM2.5 - Local Conditions,34
2021-01-01,Thousand Oaks,PM2.5 - Local Conditions,30
2021-01-01,Not in a city,PM2.5 - Local Conditions,55
2021-01-01,Not in a city,PM2.5 - Local Conditions,36
2021-01-01,Ontario,PM2.5 - Local Conditions,40
2021-01-01,Arden-Arcade,PM2.5 - Local Conditions,66
2021-01-01,Ontario,PM2.5 - Local Conditions,30
2021-01-01,Hollister,PM2.5 - Local Conditions,19
2021-01-01,Simi Valley,PM2.5 - Local Conditions,4
2021-01-01,Sacramento,PM2.5 - Local Conditions,82
2021-01-01,Not in a city,PM2.5 - Local Conditions,52
2021-01-01,Folsom,PM2.5 - Local Conditions,53
2021-01-01,Sacramento,PM2.5 - Local Conditions,74
2021-01-01,Folsom,PM2.5 - Local Conditions,49
2021-01-02,Rubidoux,PM2.5 - Local Conditions,51
2021-01-02,Thousand Oaks,PM2.5 - Local Conditions,38
2021-01-02,Folsom,PM2.5 - Local Conditions,52
2021-01-02,Folsom,PM2.5 - Local Conditions,54
2021-01-02,Sacramento,PM2.5 - Local Conditions,73
2021-01-02,Sacramento,PM2.5 - Local Conditions,72
2021-01-02,Not in a city,PM2.5 - Local Conditions,45
2021-01-02,Simi Valley,PM2.5 - Local Conditions,31
2021-01-02,Hollister,PM2.5 - Local Conditions,27
2021-01-02,Arden-Arcade,PM2.5 - Local Conditions,65
2021-01-02,Ontario,PM2.5 - Local Conditions,55
2021-01-02,San Pablo,PM2.5 - Local Conditions,33
2021-01-02,Ontario,PM2.5 - Local Conditions,64
2021-01-02,Rubidoux,PM2.5 - Local Conditions,54
2021-01-02,Victorville,PM2.5 - Local Conditions,37
2021-01-02,Indio,PM2.5 - Local Conditions,48
2021-01-02,Victorville,PM2.5 - Local Conditions,44
2021-01-02,Not in a city,PM2.5 - Local Conditions,40
2021-01-02,Banning,PM2.5 - Local Conditions,7
2021-01-02,Chico,PM2.5 - Local Conditions,63
2021-01-02,Indio,PM2.5 - Local Conditions,24
2021-01-02,Not in a city,PM2.5 - Local Conditions,24
2021-01-02,Simi Valley,PM2.5 - Local Conditions,30
2021-01-02,Roseville,PM2.5 - Local Conditions,58
2021-01-02,Auburn,PM2.5 - Local Conditions,49
2021-01-02,Not in a city,PM2.5 - Local Conditions,23
2021-01-02,Anaheim,PM2.5 - Local Conditions,49
2021-01-02,El Cajon,PM2.5 - Local Conditions,62
2021-01-02,Anaheim,PM2.5 - Local Conditions,54
2021-01-02,Grass Valley,PM2.5 - Local Conditions,26
2021-01-02,Pala,PM2.5 - Local Conditions,46
2021-01-02,Napa,PM2.5 - Local Conditions,32
2021-01-02,San Francisco,PM2.5 - Local Conditions,40
2021-01-02,San Andreas,PM2.5 - Local Conditions,33
2021-01-02,Stockton,PM2.5 - Local Conditions,73
2021-01-02,Salinas,PM2.5 - Local Conditions,21
2021-01-02,Stockton,PM2.5 - Local Conditions,74
2021-01-02,King City,PM2.5 - Local Conditions,21
2021-01-02,Manteca,PM2.5 - Local Conditions,81
2021-01-02,Carmel Valley Village,PM2.5 - Local Conditions,6
2021-01-02,Nipomo,PM2.5 - Local Conditions,30
2021-01-02,Not in a city,PM2.5 - Local Conditions,9
2021-01-02,San Luis Obispo,PM2.5 - Local Conditions,25
2021-01-02,Mammoth Lakes,PM2.5 - Local Conditions,15
2021-01-02,Arroyo Grande,PM2.5 - Local Conditions,39
2021-01-02,Oakland,PM2.5 - Local Conditions,36
2021-01-02,Not in a city,PM2.5 - Local Conditions,54
2021-01-02,Willits,PM2.5 - Local Conditions,36
2021-01-02,San Luis Obispo,PM2.5 - Local Conditions,32
2021-01-02,Woodland,PM2.5 - Local Conditions,64
2021-01-02,Ojai,PM2.5 - Local Conditions,28
2021-01-02,Ukiah,PM2.5 - Local Conditions,28
2021-01-02,Atascadero,PM2.5 - Local Conditions,40
2021-01-02,San Rafael,PM2.5 - Local Conditions,39
2021-01-02,Redwood City,PM2.5 - Local Conditions,33
2021-01-02,Madera,PM2.5 - Local Conditions,58
2021-01-02,Santa Barbara,PM2.5 - Local Conditions,53
2021-01-02,Lancaster,PM2.5 - Local Conditions,27
2021-01-02,Santa Maria,PM2.5 - Local Conditions,25
2021-01-02,Long Beach,PM2.5 - Local Conditions,72
2021-01-02,Lompoc,PM2.5 - Local Conditions,26
2021-01-02,Long Beach,PM2.5 - Local Conditions,66
2021-01-02,Goleta,PM2.5 - Local Conditions,32
2021-01-02,Long Beach,PM2.5 - Local Conditions,57
2021-01-02,Gilroy,PM2.5 - Local Conditions,38
2021-01-02,Long Beach,PM2.5 - Local Conditions,51
2021-01-02,Los Angeles,PM2.5 - Local Conditions,53
2021-01-02,San Jose,PM2.5 - Local Conditions,32
2021-01-02,Oakland,PM2.5 - Local Conditions,31
2021-01-02,Colusa,PM2.5 - Local Conditions,60
2021-01-02,Hanford,PM2.5 - Local Conditions,91
2021-01-02,San Jose,PM2.5 - Local Conditions,40
2021-01-02,Corcoran,PM2.5 - Local Conditions,79
2021-01-02,Live Oak,PM2.5 - Local Conditions,30
2021-01-02,Mojave,PM2.5 - Local Conditions,9
2021-01-02,Piru,PM2.5 - Local Conditions,20
2021-01-02,Ridgecrest,PM2.5 - Local Conditions,8
2021-01-02,Not in a city,PM2.5 - Local Conditions,40
2021-01-02,Bakersfield,PM2.5 - Local Conditions,78
2021-01-02,Redding,PM2.5 - Local Conditions,63
2021-01-02,Bishop,PM2.5 - Local Conditions,93
2021-01-02,Yreka,PM2.5 - Local Conditions,55
2021-01-02,Keeler,PM2.5 - Local Conditions,14
2021-01-02,Vallejo,PM2.5 - Local Conditions,51
2021-01-02,Not in a city,PM2.5 - Local Conditions,9
2021-01-02,Vallejo,PM2.5 - Local Conditions,53
2021-01-02,Calexico,PM2.5 - Local Conditions,89
2021-01-02,Sebastopol,PM2.5 - Local Conditions,24
2021-01-02,Clovis,PM2.5 - Local Conditions,68
2021-01-02,Modesto,PM2.5 - Local Conditions,79
2021-01-02,Fresno,PM2.5 - Local Conditions,91
2021-01-02,Turlock,PM2.5 - Local Conditions,71
2021-01-02,Oakland,PM2.5 - Local Conditions,39
2021-01-02,Not in a city,PM2.5 - Local Conditions,45
2021-01-02,Not in a city,PM2.5 - Local Conditions,23
2021-01-02,Yuba City,PM2.5 - Local Conditions,66
2021-01-02,Fresno,PM2.5 - Local Conditions,83
2021-01-02,Red Bluff,PM2.5 - Local Conditions,64
2021-01-02,Livermore,PM2.5 - Local Conditions,55
2021-01-02,Not in a city,PM2.5 - Local Conditions,10
2021-01-02,Mira Loma,PM2.5 - Local Conditions,71
2021-01-02,Visalia,PM2.5 - Local Conditions,67
2021-01-02,Pleasanton,PM2.5 - Local Conditions,57
2021-01-03,San Pablo,PM2.5 - Local Conditions,54
2021-01-03,Stockton,PM2.5 - Local Conditions,83
2021-01-03,Banning,PM2.5 - Local Conditions,33
2021-01-03,Live Oak,PM2.5 - Local Conditions,27
2021-01-03,Chico,PM2.5 - Local Conditions,62
2021-01-03,Livermore,PM2.5 - Local Conditions,49
2021-01-03,Modesto,PM2.5 - Local Conditions,76
2021-01-03,Fresno,PM2.5 - Local Conditions,70
2021-01-03,Rubidoux,PM2.5 - Local Conditions,75
2021-01-03,Rubidoux,PM2.5 - Local Conditions,68
2021-01-03,San Jose,PM2.5 - Local Conditions,63
2021-01-03,Oakland,PM2.5 - Local Conditions,52
2021-01-03,Indio,PM2.5 - Local Conditions,41
2021-01-03,Not in a city,PM2.5 - Local Conditions,26
2021-01-03,Mira Loma,PM2.5 - Local Conditions,86
2021-01-03,Not in a city,PM2.5 - Local Conditions,29
2021-01-03,San Jose,PM2.5 - Local Conditions,56
2021-01-03,Not in a city,PM2.5 - Local Conditions,49
2021-01-03,Sebastopol,PM2.5 - Local Conditions,53
2021-01-03,Roseville,PM2.5 - Local Conditions,56
2021-01-03,Piru,PM2.5 - Local Conditions,42
2021-01-03,Fresno,PM2.5 - Local Conditions,74
2021-01-03,Simi Valley,PM2.5 - Local Conditions,44
2021-01-03,Not in a city,PM2.5 - Local Conditions,6
2021-01-03,Auburn,PM2.5 - Local Conditions,48
2021-01-03,Clovis,PM2.5 - Local Conditions,66
2021-01-03,Not in a city,PM2.5 - Local Conditions,33
2021-01-03,Arden-Arcade,PM2.5 - Local Conditions,67
2021-01-03,Gilroy,PM2.5 - Local Conditions,43
2021-01-03,Anaheim,PM2.5 - Local Conditions,56
2021-01-03,Sacramento,PM2.5 - Local Conditions,68
2021-01-03,Visalia,PM2.5 - Local Conditions,76
2021-01-03,Thousand Oaks,PM2.5 - Local Conditions,43
2021-01-03,Turlock,PM2.5 - Local Conditions,68
2021-01-03,Goleta,PM2.5 - Local Conditions,39
2021-01-03,Folsom,PM2.5 - Local Conditions,47
2021-01-03,Lompoc,PM2.5 - Local Conditions,21
2021-01-03,Folsom,PM2.5 - Local Conditions,44
2021-01-03,Calexico,PM2.5 - Local Conditions,72
2021-01-03,Anaheim,PM2.5 - Local Conditions,60
2021-01-03,Pleasanton,PM2.5 - Local Conditions,48
2021-01-03,Santa Maria,PM2.5 - Local Conditions,23
2021-01-03,Grass Valley,PM2.5 - Local Conditions,25
2021-01-03,Sacramento,PM2.5 - Local Conditions,65
2021-01-03,Not in a city,PM2.5 - Local Conditions,13
2021-01-03,Napa,PM2.5 - Local Conditions,48
2021-01-03,Santa Barbara,PM2.5 - Local Conditions,53
2021-01-03,San Andreas,PM2.5 - Local Conditions,31
2021-01-03,Not in a city,PM2.5 - Local Conditions,43
2021-01-03,Vallejo,PM2.5 - Local Conditions,63
2021-01-03,Keeler,PM2.5 - Local Conditions,17
2021-01-03,Salinas,PM2.5 - Local Conditions,21
2021-01-03,King City,PM2.5 - Local Conditions,17
2021-01-03,Redwood City,PM2.5 - Local Conditions,50
2021-01-03,Bishop,PM2.5 - Local Conditions,80
2021-01-03,Hollister,PM2.5 - Local Conditions,27
2021-01-03,Carmel Valley Village,PM2.5 - Local Conditions,14
2021-01-03,Atascadero,PM2.5 - Local Conditions,34
2021-01-03,Bakersfield,PM2.5 - Local Conditions,111
2021-01-03,Redding,PM2.5 - Local Conditions,59
2021-01-03,Ontario,PM2.5 - Local Conditions,76
2021-01-03,Not in a city,PM2.5 - Local Conditions,11
2021-01-03,Not in a city,PM2.5 - Local Conditions,13
2021-01-03,Ojai,PM2.5 - Local Conditions,40
2021-01-03,Ontario,PM2.5 - Local Conditions,86
2021-01-03,Mammoth Lakes,PM2.5 - Local Conditions,50
2021-01-03,San Luis Obispo,PM2.5 - Local Conditions,18
2021-01-03,Ridgecrest,PM2.5 - Local Conditions,5
2021-01-03,Victorville,PM2.5 - Local Conditions,38
2021-01-03,Not in a city,PM2.5 - Local Conditions,59
2021-01-03,Oakland,PM2.5 - Local Conditions,56
2021-01-03,Mojave,PM2.5 - Local Conditions,13
2021-01-03,Victorville,PM2.5 - Local Conditions,45
2021-01-03,Willits,PM2.5 - Local Conditions,33
2021-01-03,Woodland,PM2.5 - Local Conditions,49
2021-01-03,Corcoran,PM2.5 - Local Conditions,80
2021-01-03,Not in a city,PM2.5 - Local Conditions,54
2021-01-03,Arroyo Grande,PM2.5 - Local Conditions,23
2021-01-03,Ukiah,PM2.5 - Local Conditions,17
2021-01-03,Hanford,PM2.5 - Local Conditions,77
2021-01-03,Vallejo,PM2.5 - Local Conditions,60
2021-01-03,San Luis Obispo,PM2.5 - Local Conditions,18
2021-01-03,Oakland,PM2.5 - Local Conditions,54
2021-01-03,Nipomo,PM2.5 - Local Conditions,20
2021-01-03,San Rafael,PM2.5 - Local Conditions,44
2021-01-03,Simi Valley,PM2.5 - Local Conditions,48
2021-01-03,Colusa,PM2.5 - Local Conditions,65
2021-01-03,Yuba City,PM2.5 - Local Conditions,59
2021-01-03,Los Angeles,PM2.5 - Local Conditions,67
2021-01-03,Madera,PM2.5 - Local Conditions,60
2021-01-03,Manteca,PM2.5 - Local Conditions,70
2021-01-03,Yreka,PM2.5 - Local Conditions,24
2021-01-03,El Cajon,PM2.5 - Local Conditions,61
2021-01-03,Indio,PM2.5 - Local Conditions,55
2021-01-03,Lancaster,PM2.5 - Local Conditions,18
2021-01-03,Red Bluff,PM2.5 - Local Conditions,65
2021-01-03,Long Beach,PM2.5 - Local Conditions,68
2021-01-03,Pala,PM2.5 - Local Conditions,63
2021-01-03,Stockton,PM2.5 - Local Conditions,84
2021-01-03,Long Beach,PM2.5 - Local Conditions,71
2021-01-03,San Francisco,PM2.5 - Local Conditions,55
2021-01-03,Long Beach,PM2.5 - Local Conditions,63
2021-01-03,Long Beach,PM2.5 - Local Conditions,60
2021-01-04,San Diego,PM2.5 - Local Conditions,60
2021-01-04,El Cajon,PM2.5 - Local Conditions,61
2021-01-04,Stockton,PM2.5 - Local Conditions,55
2021-01-04,Long Beach,PM2.5 - Local Conditions,62
2021-01-04,Pasadena,PM2.5 - Local Conditions,61
2021-01-04,Long Beach,PM2.5 - Local Conditions,66
2021-01-04,San Francisco,PM2.5 - Local Conditions,40
2021-01-04,Pico Rivera,PM2.5 - Local Conditions,74
2021-01-04,Pico Rivera,PM2.5 - Local Conditions,74
2021-01-04,Long Beach,PM2.5 - Local Conditions,67
2021-01-04,Pala,PM2.5 - Local Conditions,53
2021-01-04,Reseda,PM2.5 - Local Conditions,63
2021-01-04,Los Angeles,PM2.5 - Local Conditions,68
2021-01-04,Long Beach,PM2.5 - Local Conditions,67
2021-01-04,Red Bluff,PM2.5 - Local Conditions,30
2021-01-04,Stockton,PM2.5 - Local Conditions,54
2021-01-04,Indio,PM2.5 - Local Conditions,36
2021-01-04,Lancaster,PM2.5 - Local Conditions,28
2021-01-04,Yreka,PM2.5 - Local Conditions,26
2021-01-04,San Diego,PM2.5 - Local Conditions,56
2021-01-04,Los Angeles,PM2.5 - Local Conditions,66
2021-01-04,Madera,PM2.5 - Local Conditions,56
2021-01-04,San Diego,PM2.5 - Local Conditions,44
2021-01-04,San Diego,PM2.5 - Local Conditions,43
2021-01-04,Yuba City,PM2.5 - Local Conditions,40
2021-01-04,Lakeport,PM2.5 - Local Conditions,9
2021-01-04,Chula Vista,PM2.5 - Local Conditions,60
2021-01-04,Colusa,PM2.5 - Local Conditions,46
2021-01-04,San Bernardino,PM2.5 - Local Conditions,78
2021-01-04,Manteca,PM2.5 - Local Conditions,58
2021-01-04,San Rafael,PM2.5 - Local Conditions,30
2021-01-04,Simi Valley,PM2.5 - Local Conditions,33
2021-01-04,Nipomo,PM2.5 - Local Conditions,17
2021-01-04,Oakland,PM2.5 - Local Conditions,34
2021-01-04,Big Bear City,PM2.5 - Local Conditions,52
2021-01-04,Hanford,PM2.5 - Local Conditions,83
2021-01-04,Vallejo,PM2.5 - Local Conditions,32
2021-01-04,Fontana,PM2.5 - Local Conditions,75
2021-01-04,Woodland,PM2.5 - Local Conditions,32
2021-01-04,San Luis Obispo,PM2.5 - Local Conditions,15
2021-01-04,Ukiah,PM2.5 - Local Conditions,13
2021-01-04,Corcoran,PM2.5 - Local Conditions,74
2021-01-04,Not in a city,PM2.5 - Local Conditions,37
2021-01-04,Arroyo Grande,PM2.5 - Local Conditions,25
2021-01-04,Oakland,PM2.5 - Local Conditions,34
2021-01-04,Willits,PM2.5 - Local Conditions,13
2021-01-04,Victorville,PM2.5 - Local Conditions,44
2021-01-04,Mojave,PM2.5 - Local Conditions,11
2021-01-04,Ojai,PM2.5 - Local Conditions,30
2021-01-04,Not in a city,PM2.5 - Local Conditions,53
2021-01-04,Victorville,PM2.5 - Local Conditions,43
2021-01-04,Ridgecrest,PM2.5 - Local Conditions,6
2021-01-04,Mammoth Lakes,PM2.5 - Local Conditions,8
2021-01-04,Bakersfield,PM2.5 - Local Conditions,76
2021-01-04,Mammoth Lakes,PM2.5 - Local Conditions,15
2021-01-04,Ontario,PM2.5 - Local Conditions,97
2021-01-04,San Luis Obispo,PM2.5 - Local Conditions,17
2021-01-04,Not in a city,PM2.5 - Local Conditions,18
2021-01-04,Not in a city,PM2.5 - Local Conditions,6
2021-01-04,Ontario,PM2.5 - Local Conditions,87
2021-01-04,Redding,PM2.5 - Local Conditions,28
2021-01-04,Atascadero,PM2.5 - Local Conditions,23
2021-01-04,Carmel Valley Village,PM2.5 - Local Conditions,12
2021-01-04,Hollister,PM2.5 - Local Conditions,18
2021-01-04,Bishop,PM2.5 - Local Conditions,58
2021-01-04,Redwood City,PM2.5 - Local Conditions,28
2021-01-04,Long Beach,PM2.5 - Local Conditions,62
2021-01-04,Salinas,PM2.5 - Local Conditions,41
2021-01-04,Keeler,PM2.5 - Local Conditions,19
2021-01-04,Salinas,PM2.5 - Local Conditions,25
2021-01-04,Keeler,PM2.5 - Local Conditions,8
2021-01-04,Vallejo,PM2.5 - Local Conditions,36
2021-01-04,Not in a city,PM2.5 - Local Conditions,28
2021-01-04,Not in a city,PM2.5 - Local Conditions,8
2021-01-04,San Andreas,PM2.5 - Local Conditions,23
2021-01-04,Concord,PM2.5 - Local Conditions,26
2021-01-04,Not in a city,PM2.5 - Local Conditions,14
2021-01-04,Napa,PM2.5 - Local Conditions,33
2021-01-04,Sacramento,PM2.5 - Local Conditions,50
2021-01-04,El Centro,PM2.5 - Local Conditions,42
2021-01-04,Santa Barbara,PM2.5 - Local Conditions,38
2021-01-04,Grass Valley,PM2.5 - Local Conditions,14
2021-01-04,Santa Maria,PM2.5 - Local Conditions,17
2021-01-04,Pleasanton,PM2.5 - Local Conditions,33
2021-01-04,Calexico,PM2.5 - Local Conditions,54
2021-01-04,Anaheim,PM2.5 - Local Conditions,68
2021-01-04,Folsom,PM2.5 - Local Conditions,22
2021-01-04,Eureka,PM2.5 - Local Conditions,27
2021-01-04,Folsom,PM2.5 - Local Conditions,40
2021-01-04,Lompoc,PM2.5 - Local Conditions,20
2021-01-04,Turlock,PM2.5 - Local Conditions,59
2021-01-04,Thousand Oaks,PM2.5 - Local Conditions,33
2021-01-04,Sacramento,PM2.5 - Local Conditions,42
2021-01-04,Visalia,PM2.5 - Local Conditions,73
2021-01-04,Goleta,PM2.5 - Local Conditions,16
2021-01-04,Anaheim,PM2.5 - Local Conditions,61
2021-01-04,Arden-Arcade,PM2.5 - Local Conditions,34
2021-01-04,Gilroy,PM2.5 - Local Conditions,25
2021-01-04,Not in a city,PM2.5 - Local Conditions,33
2021-01-04,Mission Viejo,PM2.5 - Local Conditions,59
2021-01-04,Clovis,PM2.5 - Local Conditions,58
2021-01-04,Not in a city,PM2.5 - Local Conditions,8
2021-01-04,Auburn,PM2.5 - Local Conditions,14
2021-01-04,Fresno,PM2.5 - Local Conditions,68
2021-01-04,Simi Valley,PM2.5 - Local Conditions,29
2021-01-04,San Jose,PM2.5 - Local Conditions,28
2021-01-04,Roseville,PM2.5 - Local Conditions,31
2021-01-04,Mira Loma,PM2.5 - Local Conditions,96
2021-01-04,Not in a city,PM2.5 - Local Conditions,59
2021-01-04,Sebastopol,PM2.5 - Local Conditions,31
2021-01-04,San Jose,PM2.5 - Local Conditions,25
2021-01-04,Not in a city,PM2.5 - Local Conditions,31
2021-01-04,San Pablo,PM2.5 - Local Conditions,33
2021-01-04,Mira Loma,PM2.5 - Local Conditions,95
2021-01-04,Not in a city,PM2.5 - Local Conditions,27
2021-01-04,Rubidoux,PM2.5 - Local Conditions,75
2021-01-04,Oakland,PM2.5 - Local Conditions,27
2021-01-04,Indio,PM2.5 - Local Conditions,33
2021-01-04,San Jose,PM2.5 - Local Conditions,39
2021-01-04,Rubidoux,PM2.5 - Local Conditions,87
2021-01-04,Rubidoux,PM2.5 - Local Conditions,88
2021-01-04,Fresno,PM2.5 - Local Conditions,61
2021-01-04,Palm Springs,PM2.5 - Local Conditions,21
2021-01-04,Modesto,PM2.5 - Local Conditions,66
2021-01-04,Livermore,PM2.5 - Local Conditions,32
2021-01-04,Indio,PM2.5 - Local Conditions,41
2021-01-04,Chico,PM2.5 - Local Conditions,31
2021-01-04,Piru,PM2.5 - Local Conditions,33
2021-01-04,Indio,PM2.5 - Local Conditions,24
2021-01-04,Live Oak,PM2.5 - Local Conditions,21
2021-01-04,Banning,PM2.5 - Local Conditions,35
2021-01-04,King City,PM2.5 - Local Conditions,15
2021-01-05,Indio,PM2.5 - Local Conditions,56
2021-01-05,El Cajon,PM2.5 - Local Conditions,67
2021-01-05,Banning,PM2.5 - Local Conditions,33
2021-01-05,Chico,PM2.5 - Local Conditions,34
2021-01-05,Indio,PM2.5 - Local Conditions,52
2021-01-05,Piru,PM2.5 - Local Conditions,15
2021-01-05,Modesto,PM2.5 - Local Conditions,51
2021-01-05,San Jose,PM2.5 - Local Conditions,51
2021-01-05,Fresno,PM2.5 - Local Conditions,35
2021-01-05,Rubidoux,PM2.5 - Local Conditions,93
2021-01-05,Livermore,PM2.5 - Local Conditions,25
2021-01-05,Live Oak,PM2.5 - Local Conditions,22
2021-01-05,San Pablo,PM2.5 - Local Conditions,18
2021-01-05,Oakland,PM2.5 - Local Conditions,29
2021-01-05,Rubidoux,PM2.5 - Local Conditions,82
2021-01-05,San Jose,PM2.5 - Local Conditions,38
2021-01-05,Joshua Tree National Monument,PM2.5 - Local Conditions,7
2021-01-05,Not in a city,PM2.5 - Local Conditions,17
