tanggal,kota,jenis_polutan,indeks_kualitas_udara
2021-03-15,Folsom,PM2.5 - Local Conditions,5
2021-03-15,Folsom,PM2.5 - Local Conditions,8
2021-03-15,Visalia,PM2.5 - Local Conditions,10
2021-03-15,San Francisco,PM2.5 - Local Conditions,19
2021-03-15,Lompoc,PM2.5 - Local Conditions,20
2021-03-15,Not in a city,PM2.5 - Local Conditions,6
2021-03-15,Long Beach,PM2.5 - Local Conditions,19
2021-03-15,Chico,PM2.5 - Local Conditions,17
2021-03-15,Not in a city,PM2.5 - Local Conditions,5
2021-03-15,Vallejo,PM2.5 - Local Conditions,17
2021-03-15,Sacramento,PM2.5 - Local Conditions,11
2021-03-15,Modesto,PM2.5 - Local Conditions,22
2021-03-15,Fresno,PM2.5 - Local Conditions,10
2021-03-15,Rubidoux,PM2.5 - Local Conditions,24
2021-03-15,Hanford,PM2.5 - Local Conditions,10
2021-03-15,Oakland,PM2.5 - Local Conditions,23
2021-03-15,San Jose,PM2.5 - Local Conditions,30
2021-03-15,Not in a city,PM2.5 - Local Conditions,19
2021-03-15,Simi Valley,PM2.5 - Local Conditions,13
2021-03-15,Mojave,PM2.5 - Local Conditions,21
2021-03-15,Atascadero,PM2.5 - Local Conditions,13
2021-03-15,Fresno,PM2.5 - Local Conditions,5
2021-03-15,El Cajon,PM2.5 - Local Conditions,19
2021-03-15,Merced,PM2.5 - Local Conditions,4
2021-03-15,Compton,PM2.5 - Local Conditions,17
2021-03-15,Red Bluff,PM2.5 - Local Conditions,13
2021-03-15,Not in a city,PM2.5 - Local Conditions,11
2021-03-15,Roseville,PM2.5 - Local Conditions,13
2021-03-15,Joshua Tree National Monument,PM2.5 - Local Conditions,17
2021-03-15,Indio,PM2.5 - Local Conditions,53
2021-03-15,Long Beach,PM2.5 - Local Conditions,25
2021-03-15,Salinas,PM2.5 - Local Conditions,13
2021-03-15,Bakersfield,PM2.5 - Local Conditions,11
2021-03-15,Ontario,PM2.5 - Local Conditions,34
2021-03-15,Simi Valley,PM2.5 - Local Conditions,16
2021-03-15,Not in a city,PM2.5 - Local Conditions,13
2021-03-15,Pala,PM2.5 - Local Conditions,5
2021-03-15,San Rafael,PM2.5 - Local Conditions,18
2021-03-15,Yreka,PM2.5 - Local Conditions,13
2021-03-15,Bakersfield,PM2.5 - Local Conditions,16
2021-03-15,Sebastopol,PM2.5 - Local Conditions,10
2021-03-15,San Luis Obispo,PM2.5 - Local Conditions,17
2021-03-15,Long Beach,PM2.5 - Local Conditions,16
2021-03-15,Rubidoux,PM2.5 - Local Conditions,28
2021-03-15,Arroyo Grande,PM2.5 - Local Conditions,47
2021-03-15,Not in a city,PM2.5 - Local Conditions,10
2021-03-15,Hollister,PM2.5 - Local Conditions,10
2021-03-15,San Jose,PM2.5 - Local Conditions,16
2021-03-15,Livermore,PM2.5 - Local Conditions,30
2021-03-16,Vallejo,PM2.5 - Local Conditions,36
2021-03-16,Compton,PM2.5 - Local Conditions,23
2021-03-16,Gilroy,PM2.5 - Local Conditions,13
2021-03-16,Livermore,PM2.5 - Local Conditions,23
2021-03-16,Keeler,PM2.5 - Local Conditions,24
2021-03-16,Auburn,PM2.5 - Local Conditions,21
2021-03-16,Corcoran,PM2.5 - Local Conditions,16
2021-03-16,San Jose,PM2.5 - Local Conditions,26
2021-03-16,Sacramento,PM2.5 - Local Conditions,18
2021-03-16,Bakersfield,PM2.5 - Local Conditions,24
2021-03-16,Goleta,PM2.5 - Local Conditions,18
2021-03-16,Bishop,PM2.5 - Local Conditions,13
2021-03-16,Fresno,PM2.5 - Local Conditions,38
2021-03-16,Banning,PM2.5 - Local Conditions,20
2021-03-16,Grass Valley,PM2.5 - Local Conditions,15
2021-03-16,Victorville,PM2.5 - Local Conditions,33
2021-03-16,San Pablo,PM2.5 - Local Conditions,28
2021-03-16,Lancaster,PM2.5 - Local Conditions,16
2021-03-16,Sacramento,PM2.5 - Local Conditions,23
2021-03-16,Concord,PM2.5 - Local Conditions,23
2021-03-16,Chico,PM2.5 - Local Conditions,21
2021-03-16,Pleasanton,PM2.5 - Local Conditions,27
2021-03-16,Not in a city,PM2.5 - Local Conditions,8
2021-03-16,Santa Barbara,PM2.5 - Local Conditions,22
2021-03-16,Yuba City,PM2.5 - Local Conditions,27
2021-03-16,Arroyo Grande,PM2.5 - Local Conditions,42
2021-03-16,Ukiah,PM2.5 - Local Conditions,29
2021-03-16,Long Beach,PM2.5 - Local Conditions,20
2021-03-16,Rubidoux,PM2.5 - Local Conditions,28
2021-03-16,Piru,PM2.5 - Local Conditions,5
2021-03-16,Stockton,PM2.5 - Local Conditions,23
2021-03-16,Arden-Arcade,PM2.5 - Local Conditions,30
2021-03-16,Sebastopol,PM2.5 - Local Conditions,22
2021-03-16,San Luis Obispo,PM2.5 - Local Conditions,24
2021-03-16,Madera,PM2.5 - Local Conditions,21
2021-03-16,Cortina Indian Rancheria,PM2.5 - Local Conditions,15
2021-03-16,Not in a city,PM2.5 - Local Conditions,6
2021-03-16,Carmel Valley Village,PM2.5 - Local Conditions,16
2021-03-16,Vallejo,PM2.5 - Local Conditions,36
2021-03-16,Not in a city,PM2.5 - Local Conditions,14
2021-03-16,Calexico,PM2.5 - Local Conditions,25
2021-03-16,Clovis,PM2.5 - Local Conditions,40
2021-03-16,Woodland,PM2.5 - Local Conditions,22
2021-03-16,Long Beach,PM2.5 - Local Conditions,33
2021-03-16,Not in a city,PM2.5 - Local Conditions,24
2021-03-16,Yreka,PM2.5 - Local Conditions,20
2021-03-16,Napa,PM2.5 - Local Conditions,26
2021-03-16,Not in a city,PM2.5 - Local Conditions,32
2021-03-16,Redding,PM2.5 - Local Conditions,11
2021-03-16,Turlock,PM2.5 - Local Conditions,33
2021-03-16,Indio,PM2.5 - Local Conditions,18
2021-03-16,Ojai,PM2.5 - Local Conditions,17
2021-03-16,Oakland,PM2.5 - Local Conditions,18
2021-03-16,San Rafael,PM2.5 - Local Conditions,15
2021-03-16,Nipomo,PM2.5 - Local Conditions,33
2021-03-16,Pala,PM2.5 - Local Conditions,6
2021-03-16,San Andreas,PM2.5 - Local Conditions,20
2021-03-16,Los Angeles,PM2.5 - Local Conditions,20
2021-03-16,Mission Viejo,PM2.5 - Local Conditions,27
2021-03-16,Anaheim,PM2.5 - Local Conditions,24
2021-03-16,Live Oak,PM2.5 - Local Conditions,15
2021-03-16,King City,PM2.5 - Local Conditions,17
2021-03-16,Willits,PM2.5 - Local Conditions,35
2021-03-16,Oakland,PM2.5 - Local Conditions,24
2021-03-16,Ontario,PM2.5 - Local Conditions,43
2021-03-16,Thousand Oaks,PM2.5 - Local Conditions,13
2021-03-16,Mira Loma,PM2.5 - Local Conditions,32
2021-03-16,Folsom,PM2.5 - Local Conditions,14
2021-03-16,Not in a city,PM2.5 - Local Conditions,16
2021-03-16,Simi Valley,PM2.5 - Local Conditions,19
2021-03-16,Ontario,PM2.5 - Local Conditions,32
2021-03-16,Folsom,PM2.5 - Local Conditions,16
2021-03-16,San Francisco,PM2.5 - Local Conditions,19
2021-03-16,Visalia,PM2.5 - Local Conditions,24
2021-03-16,Long Beach,PM2.5 - Local Conditions,25
2021-03-16,Not in a city,PM2.5 - Local Conditions,8
2021-03-16,Lompoc,PM2.5 - Local Conditions,20
2021-03-16,Not in a city,PM2.5 - Local Conditions,7
2021-03-16,Fresno,PM2.5 - Local Conditions,37
2021-03-16,Modesto,PM2.5 - Local Conditions,43
2021-03-16,Salinas,PM2.5 - Local Conditions,18
2021-03-16,Hollister,PM2.5 - Local Conditions,18
2021-03-16,Rubidoux,PM2.5 - Local Conditions,35
2021-03-16,Anaheim,PM2.5 - Local Conditions,18
2021-03-16,Hanford,PM2.5 - Local Conditions,32
2021-03-16,Bakersfield,PM2.5 - Local Conditions,19
2021-03-16,Oakland,PM2.5 - Local Conditions,26
2021-03-16,San Jose,PM2.5 - Local Conditions,38
2021-03-16,Long Beach,PM2.5 - Local Conditions,25
2021-03-16,Not in a city,PM2.5 - Local Conditions,20
2021-03-16,Simi Valley,PM2.5 - Local Conditions,13
2021-03-16,Indio,PM2.5 - Local Conditions,29
2021-03-16,Atascadero,PM2.5 - Local Conditions,22
2021-03-16,Mojave,PM2.5 - Local Conditions,13
2021-03-16,El Cajon,PM2.5 - Local Conditions,25
2021-03-16,Merced,PM2.5 - Local Conditions,20
2021-03-16,Victorville,PM2.5 - Local Conditions,28
2021-03-16,Roseville,PM2.5 - Local Conditions,21
2021-03-16,Red Bluff,PM2.5 - Local Conditions,18
2021-03-16,Fresno,PM2.5 - Local Conditions,31
2021-03-16,Joshua Tree National Monument,PM2.5 - Local Conditions,14
2021-03-16,Not in a city,PM2.5 - Local Conditions,9
2021-03-17,King City,PM2.5 - Local Conditions,16
2021-03-17,Colusa,PM2.5 - Local Conditions,45
2021-03-17,Long Beach,PM2.5 - Local Conditions,53
2021-03-17,Not in a city,PM2.5 - Local Conditions,14
2021-03-17,Victorville,PM2.5 - Local Conditions,39
2021-03-17,Gilroy,PM2.5 - Local Conditions,17
2021-03-17,Livermore,PM2.5 - Local Conditions,27
2021-03-17,Compton,PM2.5 - Local Conditions,42
2021-03-17,Concord,PM2.5 - Local Conditions,20
2021-03-17,Pico Rivera,PM2.5 - Local Conditions,43
2021-03-17,Keeler,PM2.5 - Local Conditions,15
2021-03-17,Auburn,PM2.5 - Local Conditions,31
2021-03-17,San Diego,PM2.5 - Local Conditions,28
2021-03-17,Ontario,PM2.5 - Local Conditions,55
2021-03-17,Red Bluff,PM2.5 - Local Conditions,31
2021-03-17,Corcoran,PM2.5 - Local Conditions,43
2021-03-17,Palm Springs,PM2.5 - Local Conditions,21
2021-03-17,El Cajon,PM2.5 - Local Conditions,26
2021-03-17,Sacramento,PM2.5 - Local Conditions,28
2021-03-17,Goleta,PM2.5 - Local Conditions,27
2021-03-17,Mojave,PM2.5 - Local Conditions,20
2021-03-17,Bishop,PM2.5 - Local Conditions,40
2021-03-17,Fresno,PM2.5 - Local Conditions,56
2021-03-17,Atascadero,PM2.5 - Local Conditions,20
2021-03-17,Grass Valley,PM2.5 - Local Conditions,23
2021-03-17,Indio,PM2.5 - Local Conditions,21
2021-03-17,Merced,PM2.5 - Local Conditions,23
2021-03-17,Pala,PM2.5 - Local Conditions,6
2021-03-17,Thousand Oaks,PM2.5 - Local Conditions,28
2021-03-17,Victorville,PM2.5 - Local Conditions,41
2021-03-17,Long Beach,PM2.5 - Local Conditions,43
2021-03-17,Not in a city,PM2.5 - Local Conditions,17
2021-03-17,San Pablo,PM2.5 - Local Conditions,26
2021-03-17,Lancaster,PM2.5 - Local Conditions,36
2021-03-17,Sacramento,PM2.5 - Local Conditions,33
2021-03-17,Not in a city,PM2.5 - Local Conditions,8
2021-03-17,Banning,PM2.5 - Local Conditions,20
2021-03-17,Oakland,PM2.5 - Local Conditions,19
2021-03-17,Fresno,PM2.5 - Local Conditions,38
2021-03-17,Anaheim,PM2.5 - Local Conditions,36
2021-03-17,Simi Valley,PM2.5 - Local Conditions,25
2021-03-17,Portola,PM2.5 - Local Conditions,71
2021-03-17,Concord,PM2.5 - Local Conditions,23
2021-03-17,Mammoth Lakes,PM2.5 - Local Conditions,25
2021-03-17,Los Angeles,PM2.5 - Local Conditions,42
2021-03-17,Hanford,PM2.5 - Local Conditions,53
2021-03-17,Pleasanton,PM2.5 - Local Conditions,27
2021-03-17,Roseville,PM2.5 - Local Conditions,28
2021-03-17,Chico,PM2.5 - Local Conditions,31
2021-03-17,Not in a city,PM2.5 - Local Conditions,12
2021-03-17,Indio,PM2.5 - Local Conditions,41
2021-03-17,Lakeport,PM2.5 - Local Conditions,22
2021-03-17,Santa Barbara,PM2.5 - Local Conditions,32
2021-03-17,Rubidoux,PM2.5 - Local Conditions,50
2021-03-17,Arroyo Grande,PM2.5 - Local Conditions,25
2021-03-17,Ukiah,PM2.5 - Local Conditions,28
2021-03-17,Yuba City,PM2.5 - Local Conditions,30
2021-03-17,Long Beach,PM2.5 - Local Conditions,31
2021-03-17,Salinas,PM2.5 - Local Conditions,24
2021-03-17,Piru,PM2.5 - Local Conditions,21
2021-03-17,Rubidoux,PM2.5 - Local Conditions,45
2021-03-17,Stockton,PM2.5 - Local Conditions,39
2021-03-17,Hollister,PM2.5 - Local Conditions,20
2021-03-17,Salinas,PM2.5 - Local Conditions,13
2021-03-17,Modesto,PM2.5 - Local Conditions,53
2021-03-17,Not in a city,PM2.5 - Local Conditions,18
2021-03-17,San Jose,PM2.5 - Local Conditions,29
2021-03-17,Folsom,PM2.5 - Local Conditions,25
2021-03-17,Arden-Arcade,PM2.5 - Local Conditions,29
2021-03-17,Los Angeles,PM2.5 - Local Conditions,42
2021-03-17,Pico Rivera,PM2.5 - Local Conditions,43
2021-03-17,Brawley,PM2.5 - Local Conditions,30
2021-03-17,San Luis Obispo,PM2.5 - Local Conditions,23
2021-03-17,Pasadena,PM2.5 - Local Conditions,28
2021-03-17,Vallejo,PM2.5 - Local Conditions,28
2021-03-17,Fresno,PM2.5 - Local Conditions,44
2021-03-17,Cortina Indian Rancheria,PM2.5 - Local Conditions,24
2021-03-17,Madera,PM2.5 - Local Conditions,29
2021-03-17,Fontana,PM2.5 - Local Conditions,38
2021-03-17,Not in a city,PM2.5 - Local Conditions,19
2021-03-17,Not in a city,PM2.5 - Local Conditions,13
2021-03-17,Calexico,PM2.5 - Local Conditions,42
2021-03-17,Lompoc,PM2.5 - Local Conditions,20
2021-03-17,Bakersfield,PM2.5 - Local Conditions,47
2021-03-17,Redwood City,PM2.5 - Local Conditions,13
2021-03-17,Bakersfield,PM2.5 - Local Conditions,46
2021-03-17,Big Bear City,PM2.5 - Local Conditions,29
2021-03-17,Not in a city,PM2.5 - Local Conditions,17
2021-03-17,Visalia,PM2.5 - Local Conditions,38
2021-03-17,Clovis,PM2.5 - Local Conditions,40
2021-03-17,Eureka,PM2.5 - Local Conditions,20
2021-03-17,Long Beach,PM2.5 - Local Conditions,41
2021-03-17,Carmel Valley Village,PM2.5 - Local Conditions,18
2021-03-17,Indio,PM2.5 - Local Conditions,25
2021-03-17,Not in a city,PM2.5 - Local Conditions,18
2021-03-17,Mission Viejo,PM2.5 - Local Conditions,23
2021-03-17,Long Beach,PM2.5 - Local Conditions,33
2021-03-17,Azusa,PM2.5 - Local Conditions,41
2021-03-17,Not in a city,PM2.5 - Local Conditions,29
2021-03-17,Folsom,PM2.5 - Local Conditions,23
2021-03-17,San Rafael,PM2.5 - Local Conditions,15
2021-03-17,San Francisco,PM2.5 - Local Conditions,19
2021-03-17,San Diego,PM2.5 - Local Conditions,23
2021-03-17,San Bernardino,PM2.5 - Local Conditions,38
2021-03-17,San Jose,PM2.5 - Local Conditions,35
2021-03-17,Oakland,PM2.5 - Local Conditions,18
2021-03-17,Reseda,PM2.5 - Local Conditions,39
2021-03-17,Mira Loma,PM2.5 - Local Conditions,50
2021-03-17,Mission Viejo,PM2.5 - Local Conditions,33
2021-03-17,San Diego,PM2.5 - Local Conditions,21
2021-03-17,Woodland,PM2.5 - Local Conditions,35
2021-03-17,Joshua Tree National Monument,PM2.5 - Local Conditions,19
2021-03-17,Willits,PM2.5 - Local Conditions,38
2021-03-17,Nipomo,PM2.5 - Local Conditions,25
2021-03-17,Not in a city,PM2.5 - Local Conditions,30
2021-03-17,Ontario,PM2.5 - Local Conditions,62
2021-03-17,Oakland,PM2.5 - Local Conditions,25
2021-03-17,San Diego,PM2.5 - Local Conditions,20
2021-03-17,Simi Valley,PM2.5 - Local Conditions,29
2021-03-17,Yreka,PM2.5 - Local Conditions,22
2021-03-17,San Jose,PM2.5 - Local Conditions,25
2021-03-17,Not in a city,PM2.5 - Local Conditions,28
2021-03-17,Indio,PM2.5 - Local Conditions,25
2021-03-17,Vallejo,PM2.5 - Local Conditions,25
2021-03-17,Keeler,PM2.5 - Local Conditions,8
2021-03-17,Redding,PM2.5 - Local Conditions,28
2021-03-17,Chula Vista,PM2.5 - Local Conditions,31
2021-03-17,Live Oak,PM2.5 - Local Conditions,17
2021-03-17,Ridgecrest,PM2.5 - Local Conditions,5
2021-03-17,Turlock,PM2.5 - Local Conditions,48
2021-03-17,Rubidoux,PM2.5 - Local Conditions,45
2021-03-17,Anaheim,PM2.5 - Local Conditions,39
2021-03-17,Sebastopol,PM2.5 - Local Conditions,26
2021-03-17,Ojai,PM2.5 - Local Conditions,23
2021-03-17,San Andreas,PM2.5 - Local Conditions,23
2021-03-17,Mira Loma,PM2.5 - Local Conditions,51
2021-03-17,Napa,PM2.5 - Local Conditions,22
2021-03-17,Banning,PM2.5 - Local Conditions,16
2021-03-18,Long Beach,PM2.5 - Local Conditions,42
2021-03-18,Livermore,PM2.5 - Local Conditions,20
2021-03-18,Compton,PM2.5 - Local Conditions,38
2021-03-18,San Andreas,PM2.5 - Local Conditions,25
2021-03-18,Los Angeles,PM2.5 - Local Conditions,51
2021-03-18,Not in a city,PM2.5 - Local Conditions,27
2021-03-18,Victorville,PM2.5 - Local Conditions,43
2021-03-18,Ojai,PM2.5 - Local Conditions,25
2021-03-18,Napa,PM2.5 - Local Conditions,20
2021-03-18,Sebastopol,PM2.5 - Local Conditions,19
2021-03-18,Vallejo,PM2.5 - Local Conditions,28
2021-03-18,Keeler,PM2.5 - Local Conditions,15
2021-03-18,Joshua Tree National Monument,PM2.5 - Local Conditions,18
2021-03-18,Vallejo,PM2.5 - Local Conditions,25
2021-03-18,Corcoran,PM2.5 - Local Conditions,29
2021-03-18,El Cajon,PM2.5 - Local Conditions,28
2021-03-18,Fresno,PM2.5 - Local Conditions,34
2021-03-18,Red Bluff,PM2.5 - Local Conditions,25
2021-03-18,Not in a city,PM2.5 - Local Conditions,27
2021-03-18,Sacramento,PM2.5 - Local Conditions,30
2021-03-18,Redding,PM2.5 - Local Conditions,23
2021-03-18,Ontario,PM2.5 - Local Conditions,74
2021-03-18,San Jose,PM2.5 - Local Conditions,19
2021-03-18,Fresno,PM2.5 - Local Conditions,54
2021-03-18,Grass Valley,PM2.5 - Local Conditions,20
2021-03-18,Turlock,PM2.5 - Local Conditions,35
2021-03-18,Ontario,PM2.5 - Local Conditions,63
2021-03-18,Simi Valley,PM2.5 - Local Conditions,31
2021-03-18,King City,PM2.5 - Local Conditions,13
2021-03-18,Mojave,PM2.5 - Local Conditions,22
2021-03-18,Goleta,PM2.5 - Local Conditions,29
2021-03-18,Bishop,PM2.5 - Local Conditions,31
2021-03-18,Live Oak,PM2.5 - Local Conditions,14
2021-03-18,Yreka,PM2.5 - Local Conditions,9
2021-03-18,Oakland,PM2.5 - Local Conditions,18
2021-03-18,Auburn,PM2.5 - Local Conditions,31
2021-03-18,Bakersfield,PM2.5 - Local Conditions,30
2021-03-18,Atascadero,PM2.5 - Local Conditions,13
2021-03-18,Woodland,PM2.5 - Local Conditions,30
2021-03-18,Pala,PM2.5 - Local Conditions,0
2021-03-18,Long Beach,PM2.5 - Local Conditions,46
2021-03-18,Victorville,PM2.5 - Local Conditions,44
2021-03-18,Nipomo,PM2.5 - Local Conditions,24
2021-03-18,San Pablo,PM2.5 - Local Conditions,23
2021-03-18,Mira Loma,PM2.5 - Local Conditions,65
2021-03-18,Mission Viejo,PM2.5 - Local Conditions,37
2021-03-18,Anaheim,PM2.5 - Local Conditions,40
2021-03-18,Thousand Oaks,PM2.5 - Local Conditions,33
2021-03-18,Lancaster,PM2.5 - Local Conditions,35
2021-03-18,San Jose,PM2.5 - Local Conditions,26
2021-03-18,San Francisco,PM2.5 - Local Conditions,23
2021-03-18,Not in a city,PM2.5 - Local Conditions,13
2021-03-18,Carmel Valley Village,PM2.5 - Local Conditions,14
2021-03-18,Oakland,PM2.5 - Local Conditions,17
2021-03-18,Arroyo Grande,PM2.5 - Local Conditions,23
2021-03-18,Banning,PM2.5 - Local Conditions,29
2021-03-18,Indio,PM2.5 - Local Conditions,29
2021-03-18,San Rafael,PM2.5 - Local Conditions,7
2021-03-18,Merced,PM2.5 - Local Conditions,35
2021-03-18,Not in a city,PM2.5 - Local Conditions,20
2021-03-18,Folsom,PM2.5 - Local Conditions,26
2021-03-18,Concord,PM2.5 - Local Conditions,22
2021-03-18,Hanford,PM2.5 - Local Conditions,57
2021-03-18,Not in a city,PM2.5 - Local Conditions,39
2021-03-18,Long Beach,PM2.5 - Local Conditions,36
2021-03-18,Not in a city,PM2.5 - Local Conditions,28
2021-03-18,Roseville,PM2.5 - Local Conditions,32
2021-03-18,Pleasanton,PM2.5 - Local Conditions,28
2021-03-18,Visalia,PM2.5 - Local Conditions,37
2021-03-18,Colusa,PM2.5 - Local Conditions,23
2021-03-18,Chico,PM2.5 - Local Conditions,33
2021-03-18,Simi Valley,PM2.5 - Local Conditions,34
2021-03-18,Redwood City,PM2.5 - Local Conditions,5
2021-03-18,Not in a city,PM2.5 - Local Conditions,14
2021-03-18,Clovis,PM2.5 - Local Conditions,46
2021-03-18,Calexico,PM2.5 - Local Conditions,45
2021-03-18,Ridgecrest,PM2.5 - Local Conditions,9
2021-03-18,Ukiah,PM2.5 - Local Conditions,14
2021-03-18,Piru,PM2.5 - Local Conditions,25
2021-03-18,Oakland,PM2.5 - Local Conditions,14
2021-03-18,Not in a city,PM2.5 - Local Conditions,18
2021-03-18,Santa Barbara,PM2.5 - Local Conditions,35
2021-03-18,Rubidoux,PM2.5 - Local Conditions,57
2021-03-18,Anaheim,PM2.5 - Local Conditions,39
2021-03-18,Yuba City,PM2.5 - Local Conditions,29
2021-03-18,Gilroy,PM2.5 - Local Conditions,22
2021-03-18,Long Beach,PM2.5 - Local Conditions,35
2021-03-18,Madera,PM2.5 - Local Conditions,33
2021-03-18,Not in a city,PM2.5 - Local Conditions,19
2021-03-18,Stockton,PM2.5 - Local Conditions,31
2021-03-18,Cortina Indian Rancheria,PM2.5 - Local Conditions,15
2021-03-18,Fresno,PM2.5 - Local Conditions,45
2021-03-18,San Luis Obispo,PM2.5 - Local Conditions,18
2021-03-18,Folsom,PM2.5 - Local Conditions,30
2021-03-18,Not in a city,PM2.5 - Local Conditions,15
2021-03-18,Hollister,PM2.5 - Local Conditions,13
2021-03-18,Lompoc,PM2.5 - Local Conditions,18
2021-03-18,Willits,PM2.5 - Local Conditions,11
2021-03-18,Salinas,PM2.5 - Local Conditions,8
2021-03-18,Bakersfield,PM2.5 - Local Conditions,40
2021-03-18,Modesto,PM2.5 - Local Conditions,45
2021-03-18,Sacramento,PM2.5 - Local Conditions,29
2021-03-18,Indio,PM2.5 - Local Conditions,24
2021-03-18,Rubidoux,PM2.5 - Local Conditions,61
2021-03-18,Arden-Arcade,PM2.5 - Local Conditions,26
2021-03-19,Ontario,PM2.5 - Local Conditions,61
2021-03-19,Lompoc,PM2.5 - Local Conditions,18
2021-03-19,Arden-Arcade,PM2.5 - Local Conditions,18
2021-03-19,Indio,PM2.5 - Local Conditions,28
2021-03-19,San Andreas,PM2.5 - Local Conditions,14
2021-03-19,Sacramento,PM2.5 - Local Conditions,23
2021-03-19,Anaheim,PM2.5 - Local Conditions,46
2021-03-19,Not in a city,PM2.5 - Local Conditions,14
2021-03-19,Willits,PM2.5 - Local Conditions,30
2021-03-19,Not in a city,PM2.5 - Local Conditions,14
2021-03-19,Cortina Indian Rancheria,PM2.5 - Local Conditions,20
2021-03-19,Madera,PM2.5 - Local Conditions,29
2021-03-19,Folsom,PM2.5 - Local Conditions,18
2021-03-19,Gilroy,PM2.5 - Local Conditions,5
2021-03-19,Rubidoux,PM2.5 - Local Conditions,38
2021-03-19,Stockton,PM2.5 - Local Conditions,25
2021-03-19,Salinas,PM2.5 - Local Conditions,0
2021-03-19,Merced,PM2.5 - Local Conditions,18
2021-03-19,Oakland,PM2.5 - Local Conditions,18
2021-03-19,Santa Barbara,PM2.5 - Local Conditions,28
2021-03-19,Calexico,PM2.5 - Local Conditions,41
2021-03-19,Piru,PM2.5 - Local Conditions,14
2021-03-19,Ridgecrest,PM2.5 - Local Conditions,7
2021-03-19,Not in a city,PM2.5 - Local Conditions,17
2021-03-19,Simi Valley,PM2.5 - Local Conditions,15
2021-03-19,Goleta,PM2.5 - Local Conditions,20
2021-03-19,Redwood City,PM2.5 - Local Conditions,21
2021-03-19,Fresno,PM2.5 - Local Conditions,29
2021-03-19,Visalia,PM2.5 - Local Conditions,27
2021-03-19,Chico,PM2.5 - Local Conditions,19
2021-03-19,Not in a city,PM2.5 - Local Conditions,18
2021-03-19,Not in a city,PM2.5 - Local Conditions,21
2021-03-19,Yuba City,PM2.5 - Local Conditions,25
2021-03-19,Rubidoux,PM2.5 - Local Conditions,38
2021-03-19,San Rafael,PM2.5 - Local Conditions,13
2021-03-19,Hanford,PM2.5 - Local Conditions,30
2021-03-19,Banning,PM2.5 - Local Conditions,35
2021-03-19,Concord,PM2.5 - Local Conditions,22
2021-03-19,Long Beach,PM2.5 - Local Conditions,32
2021-03-19,Not in a city,PM2.5 - Local Conditions,22
2021-03-19,Clovis,PM2.5 - Local Conditions,38
2021-03-19,Not in a city,PM2.5 - Local Conditions,11
2021-03-19,Roseville,PM2.5 - Local Conditions,23
2021-03-19,Thousand Oaks,PM2.5 - Local Conditions,15
2021-03-19,Nipomo,PM2.5 - Local Conditions,15
2021-03-19,Oakland,PM2.5 - Local Conditions,21
2021-03-19,Carmel Valley Village,PM2.5 - Local Conditions,15
2021-03-19,Arroyo Grande,PM2.5 - Local Conditions,23
2021-03-19,Not in a city,PM2.5 - Local Conditions,8
2021-03-19,Bakersfield,PM2.5 - Local Conditions,17
2021-03-19,San Francisco,PM2.5 - Local Conditions,13
2021-03-19,Lancaster,PM2.5 - Local Conditions,25
2021-03-19,Long Beach,PM2.5 - Local Conditions,23
2021-03-19,Mission Viejo,PM2.5 - Local Conditions,26
2021-03-19,San Jose,PM2.5 - Local Conditions,38
2021-03-19,Victorville,PM2.5 - Local Conditions,38
2021-03-19,Live Oak,PM2.5 - Local Conditions,11
2021-03-19,Anaheim,PM2.5 - Local Conditions,40
2021-03-19,Yreka,PM2.5 - Local Conditions,4
2021-03-19,Long Beach,PM2.5 - Local Conditions,38
2021-03-19,Atascadero,PM2.5 - Local Conditions,8
2021-03-19,Mira Loma,PM2.5 - Local Conditions,43
2021-03-19,Woodland,PM2.5 - Local Conditions,25
2021-03-19,Pala,PM2.5 - Local Conditions,0
2021-03-19,Long Beach,PM2.5 - Local Conditions,35
2021-03-19,Auburn,PM2.5 - Local Conditions,25
2021-03-19,Oakland,PM2.5 - Local Conditions,22
2021-03-19,Ontario,PM2.5 - Local Conditions,50
2021-03-19,Red Bluff,PM2.5 - Local Conditions,17
2021-03-19,San Luis Obispo,PM2.5 - Local Conditions,10
2021-03-19,Bishop,PM2.5 - Local Conditions,18
2021-03-19,San Pablo,PM2.5 - Local Conditions,22
2021-03-19,Sacramento,PM2.5 - Local Conditions,21
2021-03-19,Napa,PM2.5 - Local Conditions,22
2021-03-19,King City,PM2.5 - Local Conditions,14
2021-03-19,Turlock,PM2.5 - Local Conditions,17
2021-03-19,Simi Valley,PM2.5 - Local Conditions,16
2021-03-19,Grass Valley,PM2.5 - Local Conditions,24
2021-03-19,Ukiah,PM2.5 - Local Conditions,19
2021-03-19,Fresno,PM2.5 - Local Conditions,37
2021-03-19,Redding,PM2.5 - Local Conditions,10
2021-03-19,Not in a city,PM2.5 - Local Conditions,47
2021-03-19,Indio,PM2.5 - Local Conditions,31
2021-03-19,Corcoran,PM2.5 - Local Conditions,18
2021-03-19,Fresno,PM2.5 - Local Conditions,30
2021-03-19,El Cajon,PM2.5 - Local Conditions,18
2021-03-19,Mojave,PM2.5 - Local Conditions,15
2021-03-19,Folsom,PM2.5 - Local Conditions,19
2021-03-19,Livermore,PM2.5 - Local Conditions,22
2021-03-19,El Centro,PM2.5 - Local Conditions,27
